problem,baseline,ex_affeq_direct_HW_efficient_n6,ex_affeq_direct_all_efficient_n6,ex_affeq_direct_conn_efficient_n6,ex_affeq_direct_n6,ex_affeq_direct_twoway_efficient_n6
1258_sat,0.006999999999999999,885.03,601.85,3419.26,3459.39,3134.79
1259_rand,0.005,0.03,0.08,589.41,596.13,705.74
1260_sat,0.025,447.42,278.73,585.21,1468.55,734.5
1261_rand,0.005,897.91,537.7,1418.75,1482.29,1805.79
1262_sat,0.032,181.05,636.75,730.75,200.76,899.24
1263_rand,0.005,0.04,0.05,1611.44,1858.85,2416.64
1264_sat,0.022000000000000002,1102.34,636.79,1475.8,1327.24,1974.61
1265_rand,0.005,0.03,0.05,932.19,724.08,547.72
1266_sat,0.032,379.38,197.87,1135.35,594.42,176.05
1267_rand,0.005,0.04,0.05,920.72,835.41,853.34
1268_sat,0.027000000000000003,783.12,212.19,151.51,1642.99,1222.04
1269_rand,0.005,0.02,0.05,1515.31,1193.79,1504.12
1270_sat,0.018000000000000002,214.6,60.94,112.8,533.98,29.8
1271_rand,0.006,2131.23,0.04,1697.56,2151.11,1936.92
1272_sat,0.061,1077.18,589.71,834.59,3092.81,298.1
1273_rand,0.005,0.03,0.04,2550.23,2179.58,1575.72
1274_sat,0.013000000000000001,165.23,21.48,513.66,25.93,199.7
1275_rand,0.005,0.03,0.03,2274.07,2461.96,
1276_sat,0.038,202.59,48.17,370.2,117.04,1062.38
1277_rand,0.006999999999999999,384.52,407.29,757.4,699.74,647.34
1278_sat,0.024,1130.06,139.91,2181.88,268.43,2332.32
1279_rand,0.005,0.03,0.04,1117.34,980.31,1029.97
1280_sat,0.289,170.0,182.49,514.85,423.12,443.98
1281_rand,0.006,0.03,0.05,1241.93,1294.62,1513.73
1282_sat,0.006999999999999999,815.55,671.12,1649.23,1038.77,147.05
1283_rand,0.005,0.03,0.09,764.97,896.13,799.34
1284_sat,0.009000000000000001,173.22,126.38,696.78,758.0,897.11
1285_rand,0.005,0.04,0.04,1303.46,1587.77,1735.91
1286_sat,2.392,44.93,72.8,13.65,32.43,33.99
1287_rand,0.006,377.01,21.25,681.11,675.6,846.53
1288_sat,0.084,999.48,813.68,1480.9,843.2,1244.22
1289_rand,0.006,605.72,407.95,1001.63,1028.5,1134.95
1290_sat,0.006999999999999999,583.93,26.6,1174.54,476.44,615.96
1291_rand,0.005,0.03,0.05,2075.53,2141.83,2172.27
1292_sat,0.006,185.62,68.21,262.15,827.44,463.14
1293_rand,0.006,452.18,478.02,780.74,704.51,849.66
1294_sat,0.006999999999999999,129.72,777.29,405.94,860.39,1249.34
1295_rand,0.005,0.03,0.04,1290.42,1152.66,1615.23
1296_sat,0.016,423.14,194.25,699.73,263.29,2293.51
1297_rand,0.005,0.04,0.04,992.41,944.7,1034.75
1298_sat,0.016,1135.97,1063.83,1095.82,2157.4,1259.21
1299_rand,0.004,0.03,0.06,1750.29,1522.35,1462.25
1300_sat,0.006999999999999999,131.42,3.8,231.6,76.41,815.06
1301_rand,0.005,0.03,0.04,2138.22,1837.7,1962.61
1302_sat,0.015,332.08,700.55,744.31,1505.44,2265.13
1303_rand,0.005,404.04,257.76,683.24,623.71,759.83
1304_sat,0.013000000000000001,611.04,242.28,487.3,887.39,718.96
1305_rand,0.005,0.02,0.04,1213.4,1283.86,1361.14
1306_sat,0.012,72.92,67.14,1050.23,541.99,279.13
1307_rand,0.006,360.77,83.55,897.46,847.19,953.85
1308_sat,0.013000000000000001,477.19,204.01,621.39,712.17,538.88
1309_rand,0.005,0.03,0.08,1055.07,996.95,1021.11
1310_sat,0.01,219.39,7.0,267.63,315.12,678.09
1311_rand,0.005,0.03,0.04,939.89,975.82,1218.05
1312_sat,0.012,727.87,709.49,788.82,268.06,1742.16
1313_rand,0.005,0.03,0.06,930.19,751.87,869.27
1314_sat,0.025,168.78,153.45,353.69,521.24,425.27
1315_rand,0.005,412.45,253.08,943.72,938.77,673.76
1316_sat,0.012,566.51,1066.6,94.74,499.07,1439.16
1317_rand,0.005,0.03,0.04,521.49,514.0,503.51
1318_sat,0.009000000000000001,154.93,166.86,95.9,102.88,369.44
1319_rand,0.005,0.02,0.05,613.43,602.17,687.17
1320_sat,0.01,80.84,64.55,1881.8,801.43,918.39
1321_rand,0.005,836.59,1185.36,2803.06,1813.52,
1322_sat,0.006999999999999999,79.41,68.92,110.88,298.58,992.2
1323_rand,0.005,0.03,0.04,1639.09,1537.58,2193.51
1324_sat,0.08,880.45,84.01,787.05,1257.58,477.09
1325_rand,0.005,0.02,0.04,1037.35,1169.28,1087.79
1326_sat,0.038,26.38,31.33,659.44,110.38,335.59
1327_rand,0.005,0.03,0.05,919.86,987.16,992.58
1328_sat,0.015,249.22,298.35,590.03,701.04,374.65
1329_rand,0.005,0.03,0.08,599.21,689.96,866.28
1330_sat,0.006,264.26,74.42,669.77,626.29,625.23
1331_rand,0.005,0.03,0.03,654.5,619.24,794.98
1332_sat,0.013999999999999999,749.22,317.55,3458.3,268.92,2117.27
1333_rand,0.006,1210.17,1200.09,2170.49,1796.21,2486.81
1334_sat,0.033,753.54,656.1,403.32,297.52,467.57
1335_rand,0.006,242.27,18.06,671.94,702.08,743.24
1336_sat,0.006999999999999999,90.82,69.92,906.4,310.45,622.87
1337_rand,0.006,1007.04,420.87,1362.86,1468.5,1702.99
1338_sat,0.009000000000000001,876.69,737.92,972.8,847.29,389.92
1339_rand,0.006,160.45,129.08,609.44,649.65,687.51
1340_sat,0.009000000000000001,603.59,262.26,906.99,329.06,1959.9
1341_rand,0.005,0.03,0.06,762.25,859.02,1015.2
1342_sat,0.03,109.65,17.35,1088.23,1069.97,1250.68
1343_rand,0.005,0.03,0.04,1760.74,1575.14,1673.08
1344_sat,0.006,74.87,41.82,30.8,83.24,31.69
1345_rand,0.005,0.03,0.04,2065.77,2423.41,3440.1
1346_sat,0.011000000000000001,26.89,29.83,493.86,509.37,404.42
1347_rand,0.005,0.03,0.04,1770.93,2041.05,1844.77
1348_sat,0.01,58.11,673.69,902.39,221.7,1434.87
1349_rand,0.006,471.44,498.28,772.87,766.98,975.89
1350_sat,0.782,144.77,53.32,577.8,1133.8,987.71
1351_rand,0.006999999999999999,442.54,36.26,457.34,531.07,592.63
1352_sat,0.01,577.85,34.37,1166.69,901.22,888.09
1353_rand,0.006,230.05,97.3,386.03,363.02,267.48
1354_sat,0.006,951.4,883.26,168.1,319.03,1062.59
1355_rand,0.006,467.04,482.75,918.27,837.44,1053.54
1356_sat,0.006999999999999999,1115.78,531.0,1152.9,1883.84,1934.71
1357_rand,0.005,0.03,0.08,2610.84,1950.17,2491.35
1358_sat,0.026000000000000002,100.21,38.84,1041.06,1039.97,948.11
1359_rand,0.006999999999999999,1433.46,1448.75,2248.9,2894.83,
1360_sat,0.011000000000000001,23.13,238.42,112.86,332.38,930.52
1361_rand,0.006,289.44,269.4,906.42,733.02,1046.62
1362_sat,0.025,215.53,140.18,609.28,279.57,539.74
1363_rand,0.006999999999999999,836.75,487.61,1256.95,1200.44,1908.52
1364_sat,0.006,115.13,213.14,380.4,410.19,472.69
1365_rand,0.006,0.03,0.05,1064.1,1097.6,970.45
1366_sat,0.024,88.49,81.62,279.85,758.35,1268.6
1367_rand,0.006,1135.71,546.45,2056.86,2170.83,
1368_sat,0.033,312.37,113.53,293.64,78.83,404.82
1369_rand,0.005,0.03,0.04,,2501.45,
1370_sat,0.009000000000000001,451.43,290.96,739.63,887.44,1201.05
1371_rand,0.005,0.03,0.05,497.48,547.86,457.21
1372_sat,0.019,839.06,33.66,285.36,2439.96,1023.51
1373_rand,0.005,0.03,0.05,801.4,811.47,918.54
1374_sat,0.02,253.7,187.18,257.58,327.22,57.76
1375_rand,0.005,0.03,0.08,1969.29,2354.83,
1376_sat,0.01,720.91,219.12,253.82,1402.12,1008.56
1377_rand,0.005,45.19,52.13,743.13,717.98,851.28
1378_sat,0.078,19.9,381.54,873.51,818.59,901.38
1379_rand,0.005,0.03,0.05,257.16,250.81,242.33
1380_sat,0.26899999999999996,212.99,75.16,1493.28,73.0,1068.91
1381_rand,0.005,0.03,0.05,2038.49,2543.54,
1382_sat,0.011000000000000001,766.07,131.79,1250.28,490.07,373.09
1383_rand,0.004,0.02,0.04,414.08,349.67,377.18
1384_sat,0.008,252.47,415.76,88.73,946.13,317.7
1385_rand,0.005,946.67,303.13,1313.14,1518.22,1963.8
1386_sat,0.009000000000000001,939.75,837.05,543.4,1580.39,1855.79
1387_rand,0.005,0.03,0.05,1609.58,2716.5,3199.79
1388_sat,0.011000000000000001,425.51,344.38,251.62,,263.69
1389_rand,0.004,0.03,0.06,1455.57,1700.87,1838.95
1390_sat,0.006,61.64,194.09,357.53,352.1,444.43
1391_rand,0.004,0.03,0.04,965.01,889.27,794.64
1392_sat,0.006999999999999999,191.5,175.23,862.12,687.71,514.61
1393_rand,0.004,0.02,0.04,969.26,1113.23,834.68
1394_sat,0.044000000000000004,299.69,941.09,1412.34,109.59,544.98
1395_rand,0.004,0.03,0.05,552.84,515.46,584.06
1396_sat,0.006,997.57,1400.98,212.21,1671.82,508.31
1397_rand,0.006,634.58,585.79,1224.51,1094.73,1343.24
1398_sat,0.012,25.24,187.19,143.82,112.39,449.87
1399_rand,0.004,0.02,0.04,1425.66,1362.55,1400.79
1400_sat,0.009000000000000001,194.79,224.67,369.5,427.72,88.69
1401_rand,0.006,0.03,0.05,2623.98,1354.3,2525.92
1402_sat,0.009000000000000001,706.0,107.4,1976.42,13.21,1972.05
1403_rand,0.006,0.02,0.04,1075.97,1043.21,1156.1
1404_sat,0.059000000000000004,347.2,134.27,543.78,748.16,727.58
1405_rand,0.006999999999999999,1577.71,1460.4,2201.23,2524.18,2376.92
1406_sat,0.031,415.85,15.13,517.73,1086.76,183.71
1407_rand,0.006999999999999999,3175.73,1044.77,1841.77,3207.07,
1408_sat,0.013999999999999999,554.96,613.3,854.76,1097.98,1136.18
1409_rand,0.006,139.28,132.51,802.8,807.52,817.94
1410_sat,0.019,124.98,191.18,191.85,507.33,299.54
1411_rand,0.006,0.03,0.07,450.36,423.87,584.52
1412_sat,0.061,1171.0,114.23,85.1,1701.8,640.53
1413_rand,0.006,0.03,0.05,1415.08,1381.63,1487.68
1414_sat,0.009000000000000001,29.82,24.94,385.03,365.41,537.98
1415_rand,0.005,0.03,0.08,1450.11,1586.77,1945.38
1416_sat,0.013000000000000001,25.27,140.01,460.48,78.89,793.93
1417_rand,0.005,0.03,0.04,2227.19,1575.08,1848.79
1418_sat,0.009000000000000001,330.59,54.06,318.88,1424.39,638.28
1419_rand,0.006,0.03,0.04,1538.28,1383.33,1479.79
1420_sat,0.008,295.07,93.33,62.01,351.29,695.94
1421_rand,0.006999999999999999,512.12,97.82,858.22,835.08,410.33
1422_sat,0.024,935.73,19.5,1511.43,315.07,1517.55
1423_rand,0.005,0.03,0.04,2791.2,1466.25,2861.32
1424_sat,0.011000000000000001,136.93,61.73,315.14,130.04,412.99
1425_rand,0.006,0.04,0.04,2846.57,2053.93,2263.25
1426_sat,0.006999999999999999,115.71,564.55,649.83,535.06,657.19
1427_rand,0.006999999999999999,245.9,99.4,1154.24,923.23,1223.05
1428_sat,0.006,113.15,180.7,226.72,87.32,256.2
1429_rand,0.006,412.81,619.11,899.42,731.6,999.13
1430_sat,0.011000000000000001,212.08,168.34,26.72,1287.18,1922.82
1431_rand,0.005,0.03,0.07,479.41,640.19,692.15
1432_sat,0.019,687.87,31.51,1041.99,1159.07,2619.79
1433_rand,0.006,453.58,494.83,1072.18,1172.22,1484.64
1434_sat,0.017,285.23,1040.47,2307.29,446.13,
1435_rand,0.006,0.03,0.06,935.45,903.56,912.93
1436_sat,0.01,516.46,220.75,50.08,256.62,861.85
1437_rand,0.006,0.02,0.05,2709.53,2650.48,3396.12
1438_sat,0.012,181.85,100.18,634.2,92.18,1087.34
1439_rand,0.006,286.25,24.06,1312.27,1902.04,2629.7
1440_sat,0.008,122.53,88.23,123.3,318.88,77.75
1441_rand,0.006,930.56,33.33,1401.79,1336.8,1615.94
1442_sat,0.049,29.8,78.3,43.33,87.79,47.65
1443_rand,0.006,0.02,0.05,206.6,254.41,191.7
1444_sat,0.027000000000000003,217.17,1045.41,967.89,221.73,769.94
1445_rand,0.005,883.59,32.44,1722.64,1581.51,1501.29
1446_sat,0.009000000000000001,620.77,228.25,355.52,176.7,919.17
1447_rand,0.006,439.7,537.48,1292.45,1403.68,1876.6
1448_sat,0.006999999999999999,93.23,88.49,300.16,190.99,76.05
1449_rand,0.005,0.03,0.04,847.12,895.5,785.3
1450_sat,0.052000000000000005,1487.32,110.55,1154.71,1792.74,1388.83
1451_rand,0.006,0.03,0.05,1131.96,1737.08,1556.52
1452_sat,0.006999999999999999,27.32,2.32,580.22,126.36,639.91
1453_rand,0.005,0.03,0.06,1657.02,2004.32,1998.31
1454_sat,0.009000000000000001,42.42,73.48,403.1,378.32,405.39
1455_rand,0.005,0.02,0.06,642.98,568.27,486.13
1456_sat,0.02,564.96,847.46,557.72,731.37,702.21
1457_rand,0.005,0.03,0.08,612.28,615.92,526.41
1458_sat,0.10300000000000001,94.99,402.09,425.79,167.26,301.31
1459_rand,0.005,1681.39,776.85,2435.31,2206.71,3323.27
1460_sat,0.528,115.72,31.52,465.0,241.71,146.82
1461_rand,0.006,1240.61,1140.36,1561.15,1745.0,2092.61
1462_sat,0.012,437.89,432.52,1037.95,732.18,789.58
1463_rand,0.005,0.03,0.05,1759.89,3025.02,2166.59
1464_sat,0.006999999999999999,433.41,188.02,968.11,1228.98,855.19
1465_rand,0.005,1694.35,1627.67,2181.59,2983.1,
1466_sat,0.107,209.63,362.24,274.55,13.51,346.21
1467_rand,0.005,0.03,0.03,2067.88,2790.77,1925.49
1468_sat,0.032,845.06,1080.06,280.07,451.7,131.64
1469_rand,0.005,0.03,0.05,667.26,657.38,643.19
1470_sat,0.008,422.55,159.89,587.75,54.98,1046.71
1471_rand,0.005,0.03,0.08,1029.15,1007.95,1011.87
1472_sat,0.015,15.02,233.96,250.81,488.48,318.29
1473_rand,0.005,0.03,0.04,883.99,824.19,903.39
1474_sat,0.032,370.91,220.59,676.66,869.02,823.74
1475_rand,0.006,426.99,596.41,828.26,941.33,1087.5
1476_sat,0.006,470.51,455.85,89.73,717.2,726.66
1477_rand,0.005,460.89,364.21,903.6,978.09,918.23
1478_sat,0.006999999999999999,621.89,101.17,121.64,434.27,394.14
1479_rand,0.005,0.03,0.04,1204.95,1349.72,1385.02
1480_sat,0.042,538.0,664.51,182.82,1337.0,674.09
1481_rand,0.005,0.03,0.04,771.81,783.39,899.55
1482_sat,0.006999999999999999,47.84,282.39,511.12,146.57,176.52
1483_rand,0.005,0.03,0.04,1144.98,958.03,1139.81
1484_sat,0.009000000000000001,912.24,697.94,981.32,667.12,408.95
1485_rand,0.005,0.02,0.05,1931.94,1892.32,1868.59
1486_sat,0.021,30.09,180.56,376.67,210.6,217.65
1487_rand,0.005,0.03,0.07,1696.91,1169.33,1846.2
1488_sat,0.028999999999999998,85.17,5.37,25.89,127.87,133.84
1489_rand,0.005,966.75,852.69,1302.05,1229.31,1196.43
1490_sat,0.055999999999999994,150.68,367.17,213.54,70.26,690.79
1491_rand,0.005,0.03,0.02,2729.85,1885.86,
1492_sat,0.009000000000000001,185.56,39.81,157.08,103.9,179.53
1493_rand,0.005,0.03,0.05,2409.96,1975.87,1871.61
1494_sat,0.006,494.66,177.84,86.73,373.86,547.86
1495_rand,0.005,0.03,0.05,439.05,366.37,381.04
1496_sat,0.031,74.0,596.96,1318.32,518.45,490.24
1497_rand,0.006,1038.81,229.89,1313.2,1735.14,1561.08
1498_sat,10.196,108.9,9.17,82.63,82.88,401.87
1499_rand,0.006,975.78,767.47,3016.72,2667.8,2129.47
1500_sat,0.01,368.81,583.36,1251.24,2149.25,2882.2
1501_rand,0.005,796.1,553.2,1051.52,967.64,1060.16
1502_sat,0.009000000000000001,363.04,534.95,599.39,265.52,517.19
1503_rand,0.005,0.03,0.04,1272.32,1275.76,1049.66
1504_sat,0.015,26.28,93.95,85.19,435.01,439.46
1505_rand,0.005,989.12,1182.38,1722.09,1784.35,1893.95
1506_sat,0.015,131.83,295.29,202.88,106.98,299.21
1507_rand,0.005,0.03,0.04,1768.03,2394.8,2292.36
1508_sat,0.017,360.3,267.46,54.67,198.14,177.09
1509_rand,0.005,0.03,0.04,1714.28,1150.66,1144.88
1510_sat,0.047,185.94,240.2,415.73,670.91,314.95
1511_rand,0.006999999999999999,1186.49,23.13,1354.27,2302.3,2275.95
1512_sat,0.005,1724.48,772.18,2951.43,265.48,589.82
1513_rand,0.005,0.03,0.05,2231.7,2811.56,2424.04
1514_sat,0.017,91.16,181.51,313.89,130.99,77.56
1515_rand,0.006,1215.06,593.94,2268.04,2603.05,2670.98
1516_sat,0.008,204.25,32.57,90.97,441.6,1160.78
1517_rand,0.005,963.84,745.26,1232.06,1597.99,1638.01
1518_sat,0.02,138.83,162.9,95.81,480.53,1641.75
1519_rand,0.006,140.37,82.37,405.4,401.82,382.19
1520_sat,0.05,578.23,99.82,266.94,292.75,1651.0
1521_rand,0.006,0.03,0.04,2224.2,2197.59,2467.17
1522_sat,0.006999999999999999,282.01,196.46,569.23,256.76,446.52
1523_rand,0.005,1013.08,477.82,1914.72,1512.39,1902.9
1524_sat,0.013000000000000001,10.71,12.47,614.47,812.3,107.23
1525_rand,0.005,0.03,0.04,,3153.25,2721.35
1526_sat,0.028999999999999998,1914.64,379.45,65.32,811.86,946.95
1527_rand,0.006,1028.78,794.23,2261.39,2169.96,2072.7
1528_sat,0.165,106.51,19.31,1140.97,1107.81,116.73
1529_rand,0.006,0.02,0.04,303.0,281.1,332.85
1530_sat,0.024,1373.06,750.37,993.88,447.47,808.32
1531_rand,0.006,992.15,77.12,1861.16,2124.28,1625.05
1532_sat,0.01,617.05,57.07,125.51,1422.94,1118.2
1533_rand,0.006,0.02,0.04,1000.87,960.25,1136.44
1534_sat,0.011000000000000001,419.29,38.02,2354.59,1978.7,127.61
1535_rand,0.005,0.03,0.04,1457.17,2089.94,2860.54
1536_sat,0.14400000000000002,17.48,21.72,81.26,107.89,109.39
1537_rand,0.006999999999999999,1106.73,727.31,1025.61,1170.97,1155.47
1538_sat,0.017,748.98,185.22,1490.79,975.89,1755.7
1539_rand,0.006,2318.42,1477.96,2339.2,2370.49,2361.49
1540_sat,0.013999999999999999,1239.33,161.02,564.14,552.51,1443.1
1541_rand,0.006,150.22,157.77,1216.67,1138.99,1461.94
1542_sat,0.011000000000000001,1056.41,956.12,120.34,1070.72,815.39
1543_rand,0.005,0.03,0.04,1700.43,1364.75,1440.15
1544_sat,0.009000000000000001,88.56,330.51,397.25,461.04,1378.93
1545_rand,0.006,1309.01,1082.47,1813.83,1602.86,1927.8
1546_sat,0.018000000000000002,524.55,675.36,1170.27,64.75,
1547_rand,0.006999999999999999,1322.45,797.76,1322.63,1360.82,1993.93
1548_sat,0.032,276.74,567.67,134.2,1047.97,559.38
1549_rand,0.005,577.55,657.39,1003.83,1148.13,1272.64
1550_sat,0.013000000000000001,1450.39,771.31,1303.37,945.14,2533.43
1551_rand,0.006,1142.8,33.95,1392.74,1290.56,1637.06
1552_sat,0.009000000000000001,1131.85,164.59,30.33,1180.62,329.24
1553_rand,0.005,0.03,0.05,2373.23,,
1554_sat,0.013000000000000001,712.51,638.67,1387.36,148.13,641.02
1555_rand,0.005,0.03,0.05,1767.94,1478.16,1632.22
1556_sat,0.009000000000000001,696.35,979.7,92.81,1827.36,674.97
1557_rand,0.006,605.93,415.94,884.22,809.09,845.61
1558_sat,0.012,111.94,66.43,492.88,1131.85,1060.67
1559_rand,0.006,0.03,0.03,1615.34,1200.61,1720.34
1560_sat,0.006999999999999999,1200.25,110.52,697.38,789.27,892.12
1561_rand,0.006,1283.19,956.17,2004.53,1929.67,2650.21
1562_sat,0.01,337.44,273.56,919.41,360.7,1479.48
1563_rand,0.005,0.03,0.06,1855.01,1632.63,2220.0
1564_sat,0.009000000000000001,1286.47,982.56,2421.9,1722.44,8.84
1565_rand,0.006,501.92,27.28,1212.95,1272.54,1884.41
1566_sat,1.005,371.17,175.63,1212.71,1029.97,403.77
1567_rand,0.006,607.12,477.81,776.24,1086.51,1142.1
1568_sat,0.008,691.7,18.06,210.19,249.88,1694.19
1569_rand,0.005,0.04,0.04,1946.69,1693.57,2074.94
1570_sat,0.008,190.28,270.59,897.75,929.35,346.18
1571_rand,0.005,0.02,0.04,1337.35,1616.91,1499.98
1572_sat,0.01,157.87,40.66,829.04,495.55,822.33
1573_rand,0.006999999999999999,896.09,1061.13,1961.24,1653.83,1865.15
1574_sat,0.01,441.42,32.88,97.21,146.99,789.75
1575_rand,0.006999999999999999,1078.43,968.04,2160.92,2109.01,2384.12
1576_sat,0.013000000000000001,9.43,10.23,144.44,687.37,882.91
1577_rand,0.004,0.02,0.05,875.85,997.16,1321.32
1578_sat,0.011000000000000001,59.18,73.06,2022.26,1481.79,598.71
1579_rand,0.005,467.37,675.76,768.96,702.85,903.43
1580_sat,0.008,524.78,31.82,856.03,84.66,199.91
1581_rand,0.004,0.03,0.03,1731.61,2419.1,1854.65
1582_sat,0.017,495.53,608.82,888.13,1133.01,1649.07
1583_rand,0.006,1854.43,1510.07,2296.96,2472.25,1866.79
1584_sat,0.008,114.92,143.85,45.13,433.2,871.13
1585_rand,0.004,0.03,0.04,2066.31,1918.54,1733.58
1586_sat,0.027000000000000003,1979.85,413.22,2181.33,2116.26,2064.72
1587_rand,0.005,260.18,129.59,680.85,767.15,739.14
1588_sat,0.01,316.81,185.4,742.08,377.51,731.18
1589_rand,0.005,627.21,984.0,1960.58,1536.75,1283.5
1590_sat,0.01,1016.89,633.08,2552.45,113.53,1709.09
1591_rand,0.005,1415.83,861.77,1593.33,1847.24,2029.83
1592_sat,0.012,436.61,773.82,484.82,751.75,567.17
1593_rand,0.004,0.03,0.07,818.91,776.54,1209.55
1594_sat,0.008,882.2,6.44,1372.49,785.7,612.58
1595_rand,0.005,1366.81,1958.74,,3112.94,3344.58
1596_sat,0.005,882.84,223.94,2092.91,1861.88,
1597_rand,0.006,438.85,369.99,734.04,684.03,759.1
1598_sat,0.011000000000000001,533.41,588.03,999.74,1323.41,701.83
1599_rand,0.004,0.02,0.04,826.47,975.14,1702.63
1600_sat,0.061,341.34,207.93,712.41,100.75,221.4
1601_rand,0.006,0.03,0.04,1002.83,1035.54,1103.79
1602_sat,0.015,319.52,69.43,542.85,292.78,239.14
1603_rand,0.006999999999999999,61.62,51.09,500.69,478.21,520.72
1604_sat,0.008,36.67,40.84,385.33,532.32,152.05
1605_rand,0.006,0.03,0.04,1571.2,1591.4,1382.66
1606_sat,0.021,476.2,222.93,2438.86,1785.84,365.66
1607_rand,0.006,0.02,0.05,2327.8,2329.11,1880.04
1608_sat,0.012,110.03,272.4,153.96,25.29,404.97
1609_rand,0.006,1230.33,798.97,1091.54,1248.2,1562.03
1610_sat,0.019,679.67,244.34,206.88,563.86,390.98
1611_rand,0.005,0.03,0.05,3224.0,,
1612_sat,17.144000000000002,33.46,47.18,35.59,34.96,135.48
1613_rand,0.006,0.03,0.06,559.11,656.17,651.68
1614_sat,0.009000000000000001,1049.76,18.82,110.66,1493.21,2185.05
1615_rand,0.005,0.03,0.04,1643.84,1923.31,1992.61
1616_sat,0.012,743.57,260.34,1484.38,1357.35,1487.33
1617_rand,0.005,0.03,0.05,1735.1,2273.44,1580.33
1618_sat,0.01,59.56,171.78,1359.09,208.19,630.82
1619_rand,0.006,0.02,0.04,949.61,866.81,962.78
1620_sat,0.008,83.04,586.4,679.8,87.32,1067.87
1621_rand,0.006999999999999999,179.7,172.62,362.39,370.96,348.47
1622_sat,0.008,398.87,110.95,513.61,2364.12,1619.83
1623_rand,0.005,851.35,646.25,1906.21,1989.29,2579.08
1624_sat,0.009000000000000001,112.54,998.76,539.96,339.67,653.72
1625_rand,0.006999999999999999,459.58,435.7,1098.18,1286.31,1164.17
1626_sat,0.008,1463.89,229.38,536.09,496.15,156.09
1627_rand,0.005,0.04,0.08,1407.74,1101.36,1454.0
1628_sat,0.011000000000000001,354.51,265.74,529.41,114.21,443.44
1629_rand,0.005,0.02,0.04,1835.24,1945.1,2139.26
1630_sat,0.008,204.28,470.23,1078.07,798.17,189.86
1631_rand,0.006,1189.36,822.34,1344.49,1364.77,1520.4
1632_sat,0.006999999999999999,468.41,231.54,392.38,896.09,1467.84
1633_rand,0.006,324.12,439.3,564.1,806.39,630.99
1634_sat,0.006,67.66,205.9,334.11,144.95,64.81
1635_rand,0.005,0.03,0.06,941.08,853.08,827.2
1636_sat,0.008,76.58,49.26,1074.7,37.59,231.76
1637_rand,0.006,438.46,411.83,935.72,993.67,934.97
1638_sat,0.008,167.72,154.66,803.17,114.36,744.12
1639_rand,0.006,908.98,71.65,1369.42,1364.52,1507.13
1640_sat,0.008,4.51,9.31,309.42,72.05,412.44
1641_rand,0.005,0.03,0.08,1097.04,1250.99,1131.63
1642_sat,0.008,21.28,156.05,208.85,313.07,277.48
1643_rand,0.006,684.39,472.56,1144.64,977.83,1310.42
1644_sat,0.009000000000000001,72.5,104.42,280.42,148.65,573.74
1645_rand,0.005,0.03,0.08,3360.16,3039.02,
1646_sat,0.03,22.83,10.89,202.74,74.66,52.65
1647_rand,0.005,335.38,360.17,846.54,901.96,814.69
1648_sat,0.9570000000000001,432.06,1274.94,524.06,1275.71,765.5
1649_rand,0.005,1190.85,1296.68,1433.44,1577.67,1982.95
1650_sat,0.009000000000000001,216.84,271.13,424.77,422.84,166.53
1651_rand,0.006,594.35,621.73,997.43,855.79,974.45
1652_sat,0.009000000000000001,265.7,184.43,1949.77,1668.27,1000.3
1653_rand,0.006,352.31,432.33,458.09,370.96,449.45
1654_sat,0.209,99.49,192.26,638.26,326.89,1514.23
1655_rand,0.006,1618.05,1735.61,1897.92,2637.42,2237.31
1656_sat,0.016,184.86,33.78,801.84,292.26,598.5
1657_rand,0.005,0.02,0.04,772.86,1067.05,980.7
1658_sat,0.019,254.47,527.66,638.46,749.81,1589.36
1659_rand,0.006999999999999999,563.81,186.14,1839.32,1584.11,1873.98
1660_sat,0.092,617.73,249.47,601.19,406.65,645.21
1661_rand,0.005,0.03,0.05,1343.09,1079.2,1317.71
1662_sat,0.027000000000000003,1041.46,143.79,1397.69,1423.37,153.59
1663_rand,0.006,647.65,845.19,1567.33,1459.07,1681.02
1664_sat,0.022000000000000002,742.59,266.55,1568.09,34.26,1335.91
1665_rand,0.005,413.5,409.6,596.27,633.18,672.02
1666_sat,0.006999999999999999,229.64,108.01,930.94,1943.87,2788.6
1667_rand,0.005,381.49,230.44,1171.71,1007.24,992.39
1668_sat,1.381,22.58,50.36,402.76,55.87,236.91
1669_rand,0.005,0.03,0.05,835.79,1209.64,1675.97
1670_sat,0.008,117.61,369.53,106.22,112.9,220.25
1671_rand,0.004,0.03,0.04,2269.89,1659.64,1390.81
1672_sat,0.01,403.99,57.05,846.13,252.83,158.33
1673_rand,0.006,1532.54,1571.59,2889.67,2174.84,1766.05
1674_sat,0.013000000000000001,361.76,70.37,617.31,663.22,180.19
1675_rand,0.005,0.02,0.04,1124.55,1494.82,1414.4
1676_sat,0.006,415.05,210.26,1020.66,42.25,281.49
1677_rand,0.005,0.03,0.04,1584.42,1750.6,1869.75
1678_sat,0.006999999999999999,698.99,30.81,1202.57,318.77,2239.81
1679_rand,0.005,0.03,0.08,1821.63,1451.96,1748.97
1680_sat,0.004,10.25,7.11,159.31,420.44,430.29
1681_rand,0.005,0.02,0.04,2804.6,2364.78,3119.36
1682_sat,0.841,73.29,630.19,860.7,640.46,658.01
1683_rand,0.005,441.55,546.83,816.43,922.16,1082.05
